fold_id,cv_tag,html_id,sent_id,text,tag
4,cv421,9752,10,everyone in the animal kingdom then joins in a frantic effort to save the puppies .,neg
8,cv811,22646,17,but the real stars here is the special effects combined with the fairly overdone sets .,neg
7,cv751,17208,8,it is nowhere near the level of the star wars films though .,neg
1,cv180,17823,20,probably around the time degeneres' gumcracking gumshoe appears .,neg
7,cv759,15091,24,"the answers to any of these questions could have been dramatized , but instead are revealed through dialog .",neg
0,cv015,29356,3,"like all those films prefixed by the very possessive "" john carpenter's , "" "" ghosts of mars "" is an unashamed b-movie punctuated by a b-movie plot , b-movie actors , and b-movie special effects .",neg
6,cv669,24318,7,gordy and sean decide to go on a quest to find jimmy and bring him back to the top and defeat the evil titus' plans .,neg
6,cv657,25835,8,i am really at a loss to figure out why wesley snipes had the gumption to not only star in this action dud but also act as one of the producers of the film .,neg
0,cv026,29229,8,attempts at character interaction and development are rare and forced .,neg
5,cv500,10722,29,"it's not the most auspicious start to 1998 , but it could have been worse ( just think back to 1996's debut , bio-dome ) .",neg
9,cv906,12332,7,the trick of thriller writing is doing all of this in an interesting and novel manner .,neg
1,cv134,23300,14,"evidence of public disapproval was noted when a woman behind me yelled "" boy this movie is horrible ! """,neg
9,cv939,11247,16,there are also a few obviously improvised lines that are fresher than anything that's on the page .,neg
3,cv302,26481,35,"the music is blaring , the floors moving , the ceiling morphing and the pictures on the walls screaming -- and all of this , every second , every moment of screen time , is absolutely without life .",neg
5,cv538,28485,5,"the alienbusting begins when a meteor lands in glen canyon , arizona .",neg
6,cv652,15653,25,"the snowman , created by john henson's creature shop , is more believable than the snowman from last year's unintentionally hilarious direct-to-video horror flick , also called , "" jack frost , "" but it still was difficult to tell if it was a person in a suit or computer effects .",neg
1,cv111,12253,15,"this time , laura gets to stand over a fresh , shredded corpse with its entails ripped out and mutter "" this is awful . """,neg
4,cv473,7869,9,"( oddly , no one thinks to just . . .",neg
8,cv844,13890,3,"why , they're all members of blade squad , an elite new crimefighting unit wearing black uniforms , rollerblades , and jetpacks !",neg
2,cv239,29828,0,"susan granger's review of "" mulholland drive "" ( universal focus )",neg
6,cv669,24318,4,"there are these two guys , gordy ( david arquette ) and sean ( scott caan ) .",neg
7,cv767,15673,29,"and all three next generation films spend too much time on data , who is the franchise's answer to urkel .",neg
6,cv677,18938,2,"a film which is packed to the cap with predictability , leading to very little tension , excitement , suspense or interest on the part of its paying audience .",neg
2,cv288,20212,14,"and finally , "" will the manager give me a refund ? """,neg
6,cv632,9704,14,"the storytelling lacks focus , to say the least .",neg
8,cv889,22670,50,"if they're to play a major part in this movie , why not make them real people , with real feelings and emotions ?",neg
6,cv649,13947,0,"plot outline - wendy ( samantha press ) , a jazz singer , loves mack ( hugo race ) a criminal and wanna be rock singer who's planning a bank heist .",neg
2,cv243,22164,24,we get a taste for their personal style and how they get the upper hand .,neg
7,cv718,12227,14,"melvin is employed exclusively by a crime boss named paris ( avery brooks ) as part of a team of hitmen , which also includes cisco ( lou diamond phillips ) and crunch ( bokeem woodbine ) .",neg
7,cv715,19246,18,could it be that will smith is just so bankable that he's not even required to act ?,neg
6,cv676,22202,0,bad . bad .,neg
8,cv882,10042,28,"and it's not how terribly contrived the plot is , it's the way it's broken down scene-by-scene , with absolutely no transition .",neg
5,cv523,18285,9,"the only returning cast member who produces any laughs is bob uecker as radio announcer harry doyle , inexplicably broadcasting the games of a minor league team far from his home turf .",neg
2,cv281,24711,22,"but alas , urban legend is not only idiotic and clich ? ? full ; it's way too clean , a slasher flick for the whole family with no nudity , little gore , and much stupidity .",neg
7,cv783,14724,17,"lets hope the next movie by alex "" i wish i was tim burton "" proyas is at least tolerable .",neg
8,cv897,11703,11,"most humorous is frank sivero , who plays murray , the novelist's agent .",neg
9,cv973,10171,60,"master shots pepper the action scenes , destroying any flow of kinetic quality they may have had .",neg
0,cv069,11613,28,not even the unintentionally funny moments work .,neg
3,cv337,29061,0,"depending on who you ask , the original sin was either the eating of the apple , the act of disobedience against god , or the act of betrayal .",neg
8,cv864,3087,24,"but besson flirts and teases the audience with the idea that he's going to show them a forbidden love story , while choosing simply to focus his camera on portman's rear end and dress her in skimpy clothing .",neg
7,cv778,18629,0,"david spade has a snide , sarcastic sense of humor that works perfectly on the tv sitcom just shoot me .",neg
8,cv869,24782,27,"and for you who have awaited arnold swartzenegger's comeback , will not be very satisfied .",neg
5,cv538,28485,29,"jones will eventually find the project that will make him a major comedy star , but this isn't it .",neg
0,cv083,25491,24,the brother is silent and brooding and resembles the ice cube gangster character from boyz in the hood .,neg
2,cv230,7913,17,"and "" independence day "" has no balls .",neg
6,cv664,4264,1,"the one-two punch was started in the summer , with the release of batman forever .",neg
6,cv688,7884,3,"no , i haven't even seen a trailer for the movie ; i don't even know what it's about , but i can look at the way they're promoting it , and i know i've seen it already .",neg
2,cv268,20288,23,"seeing films like the haunting and big daddy making money , i wouldn't be surprised to see "" the 13th warrior "" become a hit .",neg
2,cv278,14533,16,sam ( played by robert de niro ) is the modern equivalent of a ronin .,neg
9,cv941,10718,39,"a couple of coincidences is one thing , over a dozen is an insult .",neg
4,cv495,16121,1,"upon impact , rugged everyman and perennial do-gooder bill paxton rushes in , containing the emotional crowd with an earnest "" move along now folks , there's nothing to see here . """,neg
1,cv139,14236,36,"snake eyes is a criminal act , an evil waste of time and talent .",neg
6,cv675,22871,21,it doesn't matter that he has witnessed all of her murders .,neg
7,cv715,19246,19,"it was as if the director was yelling "" will smith , do your own thing . . . and",neg
3,cv346,19198,14,"jim west is the role that finally stymied will smith , whose comic timing has always been hit or miss , as episodes of "" the fresh prince of bel-air "" demonstrate .",neg
5,cv544,5301,25,"zach's excessive drinking is clearly ruining his life , but nevertheless it seems to give him more pleasure than pain .",neg
3,cv334,74,1,"however , i can express the most important observation i made of it , i . e .",neg
5,cv514,12173,3,"as a narrative , the big hit is pure garbage , never truly deciding its genre and constantly crossing all kinds of boundaries .",neg
2,cv228,5644,30,"and at the end of our day , none of this is really worth 2 hrs and 12 minutes of our personal misery .",neg
6,cv629,16604,18,"payback has a gritty , metallic look to it that also becomes monotonous ; its cinematography would be more appropriate in one of those bleak urban psychodramas that come out of england every couple of months .",neg
3,cv346,19198,4,"1869 . jim west is a quick-draw lawman who teams up with brainiac federal agent gordon , under orders from president grant ( kline again , whose impression , for all we know , is dead-on ) , to apprehend legless loveless , the mad inventor who is plotting to divvy up the united states and sell it back to britain and spain .",neg
7,cv787,15277,3,"then there's "" caligula . """,neg
8,cv823,17055,28,"sadly , it doesn't work very well .",neg
2,cv292,7804,42,"( actual dialogue excerpt : "" fuck you . """,neg
3,cv382,8393,22,"dinosaurs ( the t . rex's have to be seen to be believed ) , there is nothing else to recommend the lost world .",neg
9,cv901,11934,0,"renee zellweger stars as sonia , a young jewish wife and mother frustrated by the constraints of her hasidic community in brooklyn .",neg
1,cv105,19135,19,"branagh was also fun as the scenery-munching , over-the-top bad guy , but that's pretty much where the entertainment-buck stopped .",neg
0,cv016,4348,9,"the preview looked good and of course i'm crazymadinlove with alicia , but the movie was a bunch of bad jokes coming from whiny , unlikable characters .",neg
0,cv079,12766,37,godzilla simply pulls too many punches in its attempt to be a film more light-hearted than it should be .,neg
5,cv592,23391,53,director de palma stages some wonderfully creative scenes through out the film .,neg
1,cv139,14236,37,"cage , sinise , and yes , even de palma deserve better .",neg
4,cv484,26169,18,"thus , nearly every character in way comes with at least one dirty little secret ( most amateurishly projected before they appear ) and it too has an ironic little twist at the end ( nothing earth shattering , like in the usual suspects ) but i admit , i didn't see it coming , and i smiled .",neg
2,cv262,13812,19,"the fairy godmother stand-in , leonardo da vinci ( patrick godfrey ) is fun to watch as the eccentric old man who advises danielle .",neg
3,cv373,21872,23,"gabriel byrnes ( who ironically played a priest in "" stigmata "" ) here plays satan and gives a good performance but again seems held back and not into his character .",neg
5,cv583,29465,1,"since the success of "" waiting to exhale , "" there have been several romantic comedies about african-american professionals .",neg
1,cv122,7891,48,"it was fast-paced , funny , and well , funny .",neg
8,cv838,25886,4,"though the producers of the matrix have vaguely based their picture on william shakespeare's 'romeo and juliet' , its title sequence with a frightening rap song and a black limo making its way through the dark streets of new york , is very hard to associate with shakespeare's poetry .",neg
2,cv274,26379,20,"it's based on a great book , ``the haunting of hill house , '' by shirley jackson .",neg
5,cv554,14678,9,"this premise--kafka by way of cronenberg--is the background for the hole , which could have been a great movie , but , sadly , ends up as a waste of good ideas .",neg
1,cv195,16146,17,"on the positive side , walker is a charismatic actor who is due for a breakout role following this and his supporting turn in pleasantville ( 1998 ) .",neg
8,cv826,12761,10,"fear and loathing tells the ostensibly true story of how self-professed "" gonzo "" journalist hunter s . thompson ( johnny depp ) and hispanic activist attorney oscar zeta actosta ( benicio del toro ) , came to las vegas to cover a motorcycle race and found themselves trapped in the middle of a district attorney's convention while ingesting every conceivable drug available to a man of means in 1971 .",neg
8,cv832,24713,27,additionally that one side isn't even entertaining ; the characters indulge in buggery without an ounce of sexiness .,neg
2,cv287,17410,3,""" simply irresistible "" is actually quite easy to deny , a disaster of culinary and other proportions pretty much from the opening on .",neg
3,cv303,27366,4,alvin sargent's script was weak and annoyingly claustral .,neg
7,cv750,10606,22,"but "" air bud "" doesn't seem to be interested in anything else .",neg
3,cv358,11557,25,quick cuts and pretty sunrises can't even begin to cover up this movie's flaws .,neg
1,cv113,24354,16,"it wasn't boring me , and even managed to read my thoughts at one point .",neg
6,cv693,19147,9,"she is engaged to walter , an allergy-prone working man and seems to be perfectly content .",neg
5,cv585,23576,20,"also , the spaces they inhabit seem artificial .",neg
2,cv269,23018,43,"the most prominent example , however , may be the fact that when the film starts , there are no opening credits !",neg
7,cv711,12687,3,"some movies fail at the box office but you manage to see why the producers thought it could have been a good movie , others are simply good ideas that are badly executed .",neg
9,cv941,10718,28,"i enjoyed the portrayal of the network of "" runners "" sprinting through the streets collecting bets for the queens lottery .",neg
1,cv107,25639,86,"the additions mainly consist of scene extensions which don't add much of note , except for a few moments which lengthen peter o'toole's screen time ( particularly during his latter appearances ) .",neg
1,cv117,25625,1,"well , if you're a super smart bio-molecular research scientist working for the military , you'd grope a co-worker and rough-up your neighbor from across the street .",neg
0,cv018,21672,23,"nothing great , but more entertaining than anything in the 90 minutes which preceded them .",neg
8,cv832,24713,47,why not just direct a public service announcement on the perils of hittin' skins ?,neg
6,cv611,2253,5,"max takes a liking to sheedy , and she finds herself protecting the animal from the cruel technological realm of emax , owned by henrikson .",neg
1,cv138,13903,9,and that it was directed by the same man who brought us the remake of diabolique .,neg
6,cv623,16988,62,"nicolas cage is an oscar-winner , for cryin' out loud !",neg
4,cv443,22367,8,"i don't even think trekkies will appreciate this weak spoof , because quite frankly it's just not funny .",neg
2,cv243,22164,1,they will take some incident like the investigation of a mysterious plane crash and tell you what happened in detail .,neg
5,cv523,18285,15,"the entire enterprise is artificial , and the cast is not ready for the hollywood majors .",neg
5,cv592,23391,27,"the famed 'face on mars' becomes the centerpiece of the film , revealing some of the most harebrained sci-fi pabulum the screen has witnessed .",neg
5,cv571,29292,18,( was that an actual sequence or a fantasy ? ),neg
1,cv143,21158,18,"so basically some of the action may have been exciting but genuinely over-thought , the plot has certainly been done before ( generally speaking ) , the movie moves way too fast for us to get involved in either the characters or the plot , and is basically a film that was almost saved by tommy lee jones , who if he had some more screentime , could perhaps have earned the film a higher rating ; in my book , anyway .",neg
1,cv143,21158,16,the action scenes were well made ( however sometimes out of place ) .,neg
9,cv983,24219,22,the ultimate mistake in the script is what eventually becomes of libby parsons .,neg
7,cv708,28539,6,"but the story is so filled with violence and its nyc setting looks like hell , that it's hard to enjoy this film and to follow what the logic in the story is supposed to mean .",neg
6,cv699,7773,8,"it was originally a french film released in america under the pseudonym of "" little indian , big city "" ( french title - "" un indien dans la ville "" ) .",neg
9,cv908,17779,1,"every year countless films will be made targeting that audience in particular , and rely on the entire teenage population to turn out on friday and saturday nights , wallets in hand .",neg
8,cv876,9633,1,"at the core of this strange film is a fairly basic--and , yes , ordinary--premise .",neg
1,cv139,14236,0,"if snake eyes were a dog , you'd put it to sleep .",neg
7,cv799,19812,39,"and then , at one point during it , she turned to me and asked ' . . . are",neg
4,cv406,22199,5,i think i only laughed maybe 2 or 3 times throughout the entire movie .,neg
4,cv403,6721,36,"carter does an even better job by taking that old suspense stand-by -- the medicine cabinet mirror which will close to reveal a killer standing behind someone -- and using it to defuse tension not once , but _twice_ .",neg
8,cv832,24713,42,"the characters in boogie nights were as idiotic as the characters are here , but anderson seemed to care about them .",neg
3,cv355,18174,6,"that's like repackaging campbell's soup in a generic food can , really .",neg
7,cv753,11812,20,he's already proven that mercury can be broken .,neg
8,cv826,12761,39,"if he had considered more carefully his purpose , the result would have been a much more interesting film .",neg
3,cv328,10908,15,"up till that point , i was transported to this world where these real but mildly insane events were taking place .",neg
0,cv090,49,19,"nor human nature , nor anything else , for that matter .",neg
4,cv424,9268,39,thanks for the tip .,neg
8,cv817,3675,4,"he's walking wood in a forest of stiffs that includes henry rollins , ice-t , and dina meyer .",neg
3,cv306,10859,28,"the days of jurassic park , when viewers were astounded by the mere spectacle of seeing something big and imposing on screen , are past .",neg
8,cv882,10042,9,phillip's memory loss seems less like a cartoony gag and more like a real case of alzhiemer's disease - isn't this rather lowbrow comedy ?,neg
4,cv443,22367,26,when will it stop ?,neg
4,cv457,19546,0,"lauded as a genius by many , stanley kubrick commands a superlative filmography that includes such critically-acclaimed films as "" 2001 : a space odyssey , "" "" a clockwork orange , "" "" lolita , "" and "" dr .",neg
4,cv465,23401,23,"for a chick flick , there is a distressing lack of chuckles .",neg
6,cv641,13412,47,"to this , i will respond that the boys in armageddon are neither heroic , nor brave , nor smart , even : this team couldn't build a birdhouse .",neg
7,cv728,17931,7,"since it is rather absurd to expect great acting ability from chuck norris , at least not in this kind of movie , the biggest attraction of this film should have been action .",neg
7,cv758,9740,9,"and i hate how he's so narcissistic that he thinks that he can actually fucking sing ( during the end credits , he has a good old hill billy rock tune sung and penned by him ) .",neg
7,cv757,10668,22,"the plot holes are as big as the ones in the dam that breaks , submerging the town .",neg
6,cv645,17078,19,"meanwhile , the audience is stuck watching a string of random events which fail to develop the characters or add anything of interest to the plot .",neg
0,cv054,4101,42,director andrew davis follows the fugitive with a wildly unfunny farce about twin brothers ( andy garcia ) with opposing moral codes .,neg
7,cv710,23745,18,"i should say , mcconnell goes about solving them .",neg
6,cv648,17277,40,the biggest mistake the film makes is including clips of the original .,neg
7,cv725,10266,23,what is almost masterful is the way that humor is even integrated into the fight scenes .,neg
7,cv758,9740,14,about him trying to catch a stupid-ass crook ( william forsythe ) who shot and killed his partner in broad daylight .,neg
5,cv553,26965,28,in fact the only thing that is terrifying about this film ( with the exception of its screenplay ) is its portray of film schools .,neg
1,cv179,9533,0,the camera zooms in incredibly close .,neg
0,cv099,11189,28,but is billy getting it on with lucy ( dianne steinberg ) ?,neg
3,cv368,11090,21,deadly beasts appear from nowhere .,neg
9,cv998,15691,18,"james woods can be a good actor , but he has nothing to do here but to say a couple of "" pseudo "" -clever lines of dialogue .",neg
6,cv681,9744,34,this film is full of graphic violence and is not suitable for children under 16 .,neg
4,cv473,7869,39,duh,neg
9,cv962,9813,9,our heroes paddle around in the amazonas as if it were the pool in their own backyard .,neg
9,cv989,17297,2,"in the rage : carrie 2 , robert mandel's terminally bland sequel to carrie , there isn't a single original moment .",neg
2,cv284,20530,7,did the filmmakers really believe the audience would laugh at a rip-off ?,neg
3,cv358,11557,16,"theresa russell and denise richards have only token topless appearances ( neve campbell , possessing an iron-clad "" no nudity "" clause in her contract , keeps her clothes more or less on ) .",neg
5,cv503,11196,10,"included in the team to investigate are mathematician harry adams ( samuel l . jackson ) , biologist beth halperin ( sharon stone ) , and astrophysicist ted fielding ( liev schreiber ) .",neg
0,cv035,3343,20,his character is a conductor with a passion for oscar wilde .,neg
9,cv928,9478,6,so why do i watch his crap ?,neg
2,cv269,23018,69,"if you expect it to be good ( for whatever reasons you may have ) , you'll probably hate it more than i will .",neg
1,cv163,10110,16,"although williams turns in one of his least inspired roles , he is easily the most lively of the actors .",neg
3,cv393,29234,6,"outlaws is yet another re-telling of the jesse james legend , courtesy of b-movie king james g . robinson ( producer of such classics as wrongfully accused and chill factor ) .",neg
3,cv347,14722,8,"the plot twists get no reaction because they come at a time where no one cares what is going on , after the apparent climax of the film .",neg
4,cv474,10682,4,writer adam rifkin and director gore verbinski are the names chiefly responsible for this swill .,neg
1,cv192,16079,51,there's a touching death .,neg
4,cv406,22199,20,"the idea was a decent one , but the main potential of this movie is a result of the cast .",neg
1,cv123,12165,14,they're both unbelievably wooden .,neg
4,cv456,20370,20,"later the vampire hunter storms the castle to meet the big bad vampire , who wants to marry the peasant girl because he ? s bored after 10 , 000 years of living ( the only clever vampire insight made in the movie ) , will vampire hunter d rush to save her in time ?",neg
7,cv780,8467,4,that's it .,neg
9,cv902,13217,35,"obviously this means that the other countries were informed a long time ago , and you can't be serious to say that nobody leaked the news to the media .",neg
5,cv501,12675,19,"even when viewed from an it's-so-bad-it's-good angle , this movie isn't all that successful .",neg
2,cv261,11855,2,"the trend of the moment-- and bear in mind it's a trend not a movie - is spawn , and if you've seen the animated series on hbo you'll recall it embodies the lost life of a disfigured man , an individual who has transpired the ultimate punishment : he's been sent to hell .",neg
4,cv411,16799,14,"when peter and his gang learns of this , as well as the reason behind it -- so their smooth talking boss bill lumbergh ( gary cole ) 's stock will go up -- they set about creating a plan to see his downfall .",neg
8,cv846,29359,41,he is too bland to be the comic half and his lines just do not show any comic flair .,neg
5,cv520,13297,38,butt jokes .,neg
6,cv669,24318,1,"it's more of a show , a big commercial for ted turner's world championship wrestling ( wcw ) .",neg
4,cv424,9268,44,"there is a severe lack of chemistry between the two characters , and the relationship seems rushed because of this .",neg
3,cv399,28593,11,"there's a once-ever-5000-years alignment of planets coming up , and the illuminati have to find both halves of an ancient triangle that controls time in order to take over the world .",neg
1,cv157,29302,10,"it's set in london , and it opens as model kate rebuffs sexual advances by a wealthy american shopper , vanni .",neg
0,cv061,9321,48,"okay , he's working from a book , so maybe ollie's not totally to blame for blatantly copping these ideas .",neg
9,cv978,22192,13,"it's your classic deathbed scene , with the girl's mournful eyes staring at her father , who tries only semi- successfully to maintain his composure .",neg
6,cv690,5425,17,and attracts electrical power .,neg
7,cv729,10475,2,it's amazing that he is able to remember any of the processes he uses to make anything .,neg
4,cv480,21195,32,"all i saw was a very bizarre social satire that was woven with strange film techniques , a bleak visual design and some fine acting .",neg
6,cv695,22268,15,each character is a failure in the external world and acknowledges that they would do anything for that money .,neg
1,cv144,5010,26,i guess the film's title refers to this love scene since it's definitely a dead bang .,neg
2,cv200,29006,36,both just assumed that if apes were going to talk the language they would speak would be english .,neg
7,cv732,13092,28,"after approximately forty-five minutes ( the length of a television episode minus the commercials ) , the pace drops to a snail's crawl .",neg
0,cv062,24556,23,travolta's acting hasn't been this bad since the experts or maybe perfect .,neg
1,cv107,25639,10,"as the film begins we see the residents of argo city , a commune like place consisting of refugees from krypton which resides in "" inner space "" , go about their daily lives .",neg
1,cv115,26443,17,"carter finds out that his brother was involved in some bad stuff with a slimy porn king played by ultra-cool , mcqueen-esque mickey rourke , a multi-millionaire computer geek ( alan cumming ) , and a strange foreign guy ( michael caine ) who speaks in riddles and talks tough .",neg
0,cv069,11613,16,"as ridiculous as it sounds , he's the most sane character in the movie .",neg
1,cv161,12224,15,"on the way there , he and his band of mercenaries do all sorts of nasty things , like burning native villages , to earn the wrath of the locals .",neg
1,cv140,7963,75,he's also dying .,neg
0,cv088,25274,7,seen the trailer . . .,neg
6,cv642,29788,22,"unfortunately for those out there who can't truly appreciate animal or fart jokes , corky won't have much to offer you .",neg
1,cv172,12037,16,"neither actor had a great role , but their performances were watchable .",neg
8,cv883,27621,9,there . . . that's,neg
2,cv264,14108,11,"with the exception of the flamboyant , always-woozy rubell ( myers , in a well-modulated turn ) , the meaty stories to be told at studio 54 are not the workers' but those of the people who went there to party ; not necessarily the numerous vip guests , but the wild eccentrics who managed to be picked from the crowd by the club's famously hard-ass doormen and dance ( among other things ) the night away with the rich , famous , and infamous ( the only taste of the crowd comes by way of ellen dow's feisty dottie , a disco- and drug-crazed granny , but she's a peripheral character at best ) .",neg
3,cv365,12442,51,the ending of this movie really is terrible .,neg
9,cv916,17034,31,"if you want to * truly * be happy , dress in the latest fashions and act like a bubble-headed moron . """,neg
9,cv995,23113,26,"if there was some underlying meaning behind all this camera trickery , i didn't see it .",neg
2,cv265,11625,42,directed by taylor hackford john milton . . . . . . . . . . . . . . . . . . al pacino kevin lomax . . . . . . . . . . . . . . . . keanu,neg
1,cv191,29539,21,she actually looks scared during her one love scene .,neg
1,cv195,16146,1,"following in the foot steps of mtv's two other live action films , joe's apartment ( 1996 ) and dead man on campus ( 1998 ) , varsity blues is a bad film and is unlikely to cause much of a sensation in the marketplace .",neg
0,cv028,26964,17,"savvy holiday goers should skip "" 102 dalmatians "" and pop the original 1961 animated classic into * their * vcrs instead .",neg
4,cv459,21834,9,i have to say here that i knew exactly what i was getting into going into this film .,neg
9,cv900,10800,24,"just show me the massive beast burping , and i'll figure you get the point .",neg
8,cv821,29283,15,"and now that the studio is suffering through a very public protest against the film by the parents of real-life bubble boy david philip vetter , maybe disney's wondering the same thing .",neg
5,cv530,17949,17,"since foley belongs to the former , his character had to watch his language , and the tone of the film in general is more infantile .",neg
4,cv495,16121,8,"today's joe young is designed and produced by special-effects whiz rick baker , who has been wowing audiences with his state-of-the-art make-up effects since 1971's "" schlock "" ( which , incidentally , featured a baker-enhanced "" gorilla "" ) .",neg
0,cv008,29326,6,"in a soap opera twist , mother has only a few days to live .",neg
2,cv225,29083,25,"you're watching this guy screw up time after time after time , and somehow , we're supposed to feel sorry or care about this dude .",neg
5,cv551,11214,31,"at least "" my best friends wedding "" changed the formula a bit and had a somewhat surprise ending .",neg
0,cv032,23718,1,the last few productions have been effect laded action adventures that combine both the best and worst of american filmmaking with the same qualities of hong kong films .,neg
2,cv207,29141,23,"luis must force julia to write to her sister emily , who is frantic over her lack of communication .",neg
4,cv486,9788,20,* * * who cares ? ? ? * * *,neg
9,cv969,14760,3,"it is watchable and apparently will be released to theaters in canada , but it is unlikely to be seen on the international market .",neg
2,cv297,10104,13,sandra bullock was said to have been glad that she could take action this time around .,neg
9,cv954,19932,13,the film was apparently made for relatively younger people because every major player in the watergate scandal is introduced and shoved down the audience's throat in the least subtle way possible .,neg
3,cv313,19337,7,"bond is "" helped "" in his task by mary goodnight ( ekland ) , whose character couldn't possibly be any closer to the stereotypical bimbo .",neg
1,cv151,17231,3,emmet walsh ) .,neg
5,cv557,12237,20,"one exciting scene is a credit ( and the only part remotely worth seeing ) to the film , in which an alien chases two men ( one a cripple ) up a tall ladder with interesting results .",neg
5,cv528,11669,24,parents who do take their children to see this one ought to be prepared to answer some tough questions . . . that is if their kids aren't bored to death first .,neg
0,cv086,19488,18,"anakin is annoying and unlikeable . ,",neg
0,cv014,15600,7,it's not that complicated plots can't be entertaining .,neg
6,cv681,9744,24,"although they evoke the propaganda of the wwii-era movietone reels ( as presumably they are meant to ) , their complete lack of subtlety blunts their effect .",neg
5,cv586,8048,14,"compare his dialogue in the terminator series to the load of nonsense that streams forth in "" batman & robin "" .",neg
0,cv040,8829,1,"great acting , music and cinematography were nice , but too many dull sub-plots and characters made the film hard to follow .",neg
4,cv429,7937,17,"just when we think the martha character is going to be useful , she disappears , and the story wanders aimlessly looking for a new plot to pick up on .",neg
0,cv060,11754,1,"he has built a strong reputation with films like matewan and the secret of roan inish , and one of his best was his last film , lone star .",neg
7,cv717,17472,10,does the thought of arnold schwarzenegger pregnant sound funny or humorous to you ?,neg
1,cv118,28837,31,"if the plot is old , at least the style is creative .",neg
9,cv939,11247,14,"i enjoyed a moment in a comedy club , during which jay gets up and asks "" has anyone here ever hated their girlfriend so much you wanted to kill her ? """,neg
6,cv698,16930,18,"the women are all treated as objects or comedy props , rather than real people .",neg
3,cv339,22452,20,appears as a tv news reporter .,neg
5,cv551,11214,49,"written by randy turgeon , february 26 , 1998 .",neg
8,cv848,10061,14,"he wants mccoy to pull off an elaborate heist of 18+ million dollars at the same bank she got caught trying to rob six years earlier , which , by the way , is somehow due to schmidt .",neg
4,cv408,5367,7,"the first 30 minutes , which have almost nothing to do with the main story line , feature chris isaak and kiefer sutherland as fbi agents investigating a murder in portland , oregon .",neg
7,cv768,12709,29,"the troopers fight , fall in love , die , kill , and try to act .",neg
6,cv628,20758,0,writer/director lawrence kasdan had a hand in penning some of the biggest film successes of the 1980s .,neg
1,cv178,14380,22,i learned very little about the entertainment business from permanent midnight and a whole lot about an egotistical lunkhead .,neg
5,cv532,6495,10,"sure , some of the bits are absurdly funny , including a men's room macarena joke , the appearance of an elvis impersonator on a trainload of tarheels , and an all dorothy marching band performing "" over the rainbow "" at a gay men's march .",neg
8,cv820,24157,11,"unfortunately , `the skulls' is neither intriguing , nor suspenseful , nor anything else you would associate with fresh or exciting .",neg
5,cv569,26750,53,"but on the charges of racism i find this film not guilty , because of it's inconclusive and often silly plot that lacks objectivity everywhere , not only when concerning the arab population .",neg
6,cv609,25038,36,"when it finally catches up to her , she stabs it in its giant eyeball and is covered in slimy glop that spurts from the ruptured organ .",neg
9,cv948,25870,37,"he's also very funny , not purposely though .",neg
5,cv575,22598,11,"on the other hand , quiz kid donnie smith ( william macy , mystery men ) would like nothing more than to return to the spotlight when he was a "" somebody . """,neg
1,cv128,29444,3,"in the year 2176 , there are 640 , 000 earthlings on mars , living in a matriarchal society led by a commander , played by pam grier .",neg
9,cv912,5562,40,"after two privates hatch a scheme to present webb with the wrong dead flea , webb asks owens , "" was that flea you killed a male or female ? """,neg
1,cv115,26443,30,"get carter has great directing , strong acting by rourke and caine , and energetic car chases that would make william friedkin proud .",neg
4,cv495,16121,0,"in the finale of disney's "" mighty joe young , "" a 15-foot tall , 2000-pound gorilla holds a frightened young boy in its clutches as it topples from a crippled ferris wheel and plummets to the ground .",neg
8,cv812,19051,14,it's too bad that he has yet to redeem his lack of acting talent .,neg
3,cv314,16095,22,"travolta plays a lawyer well enough , but that's about all he does .",neg
2,cv235,10704,20,"the thug , in a manipulative , iago-like manner ( though he doesn't really need to try hard ) , manages to talk the boyfriend into binge-drinking , smoking grass , running away from cops , and playing peeping tom on his own girlfriend in a matter of minutes .",neg
6,cv693,19147,22,"if you were to show me sleepless in seattle and i didn't have to review it , you could just call me "" asleep in philadelphia . """,neg
4,cv424,9268,56,"no , a couple of rocks fall on him and break his leg .",neg
3,cv311,17708,22,""" never been kissed "" is entertaining and funny in fits and starts .",neg
8,cv851,21895,2,"but his joan of arc is a mess , despite some stirring battle scenes and the mostly knockout presence of a close-cropped milla jovovich as the maiden herself .",neg
6,cv624,11601,16,"the film , which wanders all over the place without getting anywhere , is remarkably * on * -kilter and , with perhaps the single exception of the always-likable modine ( who's not afraid to stand around in a very unattractive bathing suit surrounded by hunks ) , the entire cast is vague and uninteresting .",neg
4,cv451,11502,12,"when she delves into martha's dark side , predictable cliches -- chain-smoking , staring in mirrors , praying in a confessional to a priest who isn't there , poking a hole in helen's diaphragm so she'll become pregnant ( and she does ) -- abound , but it's moderately entertaining junk because lange is such an interesting actress to watch .",neg
2,cv298,24487,18,"( for example , no one can recognize capt . amazing in his secret identity because he's wearing glasses . )",neg
5,cv512,17618,16,"the story is a bit of a mess , frankly .",neg
8,cv838,25886,15,we call it 'modernization' .,neg
1,cv107,25639,57,at one point ) .,neg
8,cv882,10042,32,the only original element the film has is the world's first romance between a machine and a human .,neg
0,cv057,7962,0,supposedly based on a true story in which the british drive to build a rail bridge deep in africa grinds to a halt after a pair of lions start killing off the workers in 1898 .,neg
3,cv364,14254,6,don't get me wrong : i'm not excusing knock off .,neg
